时间,事件类型,边界框,置信度,目标类别
2025-03-30 09:06:08.031,检测,"[148.1971435546875, 89.02023315429688, 639.1287841796875, 479.5382995605469]",0.866,person
2025-03-30 09:06:08.052,检测,"[148.1971435546875, 89.02023315429688, 639.1287841796875, 479.5382995605469]",0.866,person
2025-03-30 09:06:08.111,检测,"[146.72618103027344, 89.26397705078125, 639.3271484375, 479.53680419921875]",0.868,person
2025-03-30 09:06:08.131,检测,"[146.72618103027344, 89.26397705078125, 639.3271484375, 479.53680419921875]",0.868,person
2025-03-30 09:06:08.173,检测,"[148.96046447753906, 88.66976928710938, 639.079345703125, 479.4563903808594]",0.876,person
2025-03-30 09:06:08.192,检测,"[148.96046447753906, 88.66976928710938, 639.079345703125, 479.4563903808594]",0.876,person
2025-03-30 09:06:08.237,检测,"[145.1754150390625, 88.96240234375, 638.9447021484375, 479.47149658203125]",0.877,person
2025-03-30 09:06:08.258,检测,"[145.1754150390625, 88.96240234375, 638.9447021484375, 479.47149658203125]",0.877,person
2025-03-30 09:06:08.302,检测,"[149.367431640625, 88.20843505859375, 638.9010620117188, 479.5382080078125]",0.874,person
2025-03-30 09:06:08.322,检测,"[149.367431640625, 88.20843505859375, 638.9010620117188, 479.5382080078125]",0.874,person
2025-03-30 09:06:08.365,检测,"[146.58531188964844, 88.44891357421875, 638.7919921875, 479.5137939453125]",0.863,person
2025-03-30 09:06:08.383,检测,"[146.58531188964844, 88.44891357421875, 638.7919921875, 479.5137939453125]",0.863,person
2025-03-30 09:06:08.427,检测,"[147.512451171875, 89.285400390625, 638.9981689453125, 479.4853515625]",0.869,person
2025-03-30 09:06:08.447,检测,"[147.512451171875, 89.285400390625, 638.9981689453125, 479.4853515625]",0.869,person
2025-03-30 09:06:08.494,检测,"[146.47735595703125, 89.75419616699219, 639.0220336914062, 479.52899169921875]",0.877,person
2025-03-30 09:06:08.514,检测,"[146.47735595703125, 89.75419616699219, 639.0220336914062, 479.52899169921875]",0.877,person
2025-03-30 09:06:08.572,检测,"[147.801513671875, 89.3885498046875, 638.965576171875, 479.48797607421875]",0.874,person
2025-03-30 09:06:08.589,检测,"[147.801513671875, 89.3885498046875, 638.965576171875, 479.48797607421875]",0.874,person
2025-03-30 09:06:08.637,检测,"[147.52703857421875, 87.7889404296875, 639.048828125, 479.507568359375]",0.866,person
2025-03-30 09:06:08.658,检测,"[147.52703857421875, 87.7889404296875, 639.048828125, 479.507568359375]",0.866,person
2025-03-30 09:06:08.701,检测,"[145.3763427734375, 89.08329772949219, 639.0040283203125, 479.59820556640625]",0.867,person
2025-03-30 09:06:08.722,检测,"[145.3763427734375, 89.08329772949219, 639.0040283203125, 479.59820556640625]",0.867,person
2025-03-30 09:06:08.764,检测,"[147.139892578125, 91.10565185546875, 638.7484130859375, 479.52117919921875]",0.872,person
2025-03-30 09:06:08.782,检测,"[147.139892578125, 91.10565185546875, 638.7484130859375, 479.52117919921875]",0.872,person
2025-03-30 09:06:08.826,检测,"[149.348388671875, 88.95436096191406, 639.2763671875, 479.4908447265625]",0.868,person
2025-03-30 09:06:08.843,检测,"[149.348388671875, 88.95436096191406, 639.2763671875, 479.4908447265625]",0.868,person
2025-03-30 09:06:08.893,检测,"[146.77276611328125, 88.79959106445312, 638.96435546875, 479.4530334472656]",0.867,person
2025-03-30 09:06:08.913,检测,"[146.77276611328125, 88.79959106445312, 638.96435546875, 479.4530334472656]",0.867,person
2025-03-30 09:06:08.970,检测,"[147.00950622558594, 90.65142822265625, 638.982177734375, 479.53741455078125]",0.874,person
2025-03-30 09:06:08.988,检测,"[147.00950622558594, 90.65142822265625, 638.982177734375, 479.53741455078125]",0.874,person
2025-03-30 09:06:09.037,检测,"[148.70729064941406, 89.24179077148438, 639.0703125, 479.5034484863281]",0.859,person
2025-03-30 09:06:09.055,检测,"[148.70729064941406, 89.24179077148438, 639.0703125, 479.5034484863281]",0.859,person
2025-03-30 09:06:09.100,检测,"[149.430419921875, 89.580078125, 639.3634033203125, 479.53863525390625]",0.867,person
2025-03-30 09:06:09.122,检测,"[149.430419921875, 89.580078125, 639.3634033203125, 479.53863525390625]",0.867,person
2025-03-30 09:06:09.164,检测,"[148.94970703125, 89.95135498046875, 639.0918579101562, 479.48529052734375]",0.858,person
2025-03-30 09:06:09.184,检测,"[148.94970703125, 89.95135498046875, 639.0918579101562, 479.48529052734375]",0.858,person
2025-03-30 09:06:09.227,检测,"[147.93849182128906, 89.26261901855469, 639.076171875, 479.53387451171875]",0.857,person
2025-03-30 09:06:09.246,检测,"[147.93849182128906, 89.26261901855469, 639.076171875, 479.53387451171875]",0.857,person
2025-03-30 09:06:09.288,检测,"[146.66294860839844, 88.66436767578125, 639.1993408203125, 479.50665283203125]",0.866,person
2025-03-30 09:06:09.307,检测,"[146.66294860839844, 88.66436767578125, 639.1993408203125, 479.50665283203125]",0.866,person
2025-03-30 09:06:09.371,检测,"[148.699951171875, 89.94979858398438, 639.3107299804688, 479.4960632324219]",0.874,person
2025-03-30 09:06:09.389,检测,"[148.699951171875, 89.94979858398438, 639.3107299804688, 479.4960632324219]",0.874,person
2025-03-30 09:06:09.434,检测,"[150.529541015625, 90.05375671386719, 639.10498046875, 479.48370361328125]",0.872,person
2025-03-30 09:06:09.453,检测,"[150.529541015625, 90.05375671386719, 639.10498046875, 479.48370361328125]",0.872,person
2025-03-30 09:06:09.498,检测,"[147.38568115234375, 89.37249755859375, 639.0685424804688, 479.51910400390625]",0.865,person
2025-03-30 09:06:09.518,检测,"[147.38568115234375, 89.37249755859375, 639.0685424804688, 479.51910400390625]",0.865,person
2025-03-30 09:06:09.563,检测,"[147.91845703125, 90.49874877929688, 638.8408813476562, 479.5029602050781]",0.876,person
2025-03-30 09:06:09.581,检测,"[147.91845703125, 90.49874877929688, 638.8408813476562, 479.5029602050781]",0.876,person
2025-03-30 09:06:09.628,检测,"[148.38633728027344, 88.40837097167969, 639.2113037109375, 479.42999267578125]",0.872,person
2025-03-30 09:06:09.647,检测,"[148.38633728027344, 88.40837097167969, 639.2113037109375, 479.42999267578125]",0.872,person
2025-03-30 09:06:09.692,检测,"[149.08819580078125, 89.89277648925781, 639.21728515625, 479.56072998046875]",0.873,person
2025-03-30 09:06:09.711,检测,"[149.08819580078125, 89.89277648925781, 639.21728515625, 479.56072998046875]",0.873,person
2025-03-30 09:06:09.773,检测,"[147.90179443359375, 89.09593200683594, 639.0821533203125, 479.4100341796875]",0.877,person
2025-03-30 09:06:09.794,检测,"[147.90179443359375, 89.09593200683594, 639.0821533203125, 479.4100341796875]",0.877,person
2025-03-30 09:06:09.838,检测,"[148.50982666015625, 90.22047424316406, 639.0911865234375, 479.5916748046875]",0.865,person
2025-03-30 09:06:09.855,检测,"[148.50982666015625, 90.22047424316406, 639.0911865234375, 479.5916748046875]",0.865,person
2025-03-30 09:06:09.907,检测,"[146.7843017578125, 87.89459228515625, 639.1290283203125, 479.47796630859375]",0.86,person
2025-03-30 09:06:09.923,检测,"[146.7843017578125, 87.89459228515625, 639.1290283203125, 479.47796630859375]",0.86,person
2025-03-30 09:06:09.964,检测,"[149.36351013183594, 89.57958984375, 639.1343994140625, 479.48712158203125]",0.87,person
2025-03-30 09:06:09.983,检测,"[149.36351013183594, 89.57958984375, 639.1343994140625, 479.48712158203125]",0.87,person
2025-03-30 09:06:10.467,检测,"[148.17124938964844, 88.81269836425781, 638.703369140625, 479.48785400390625]",0.867,person
2025-03-30 09:06:16.491,检测,"[613.555419921875, 340.82733154296875, 795.900390625, 478.463623046875]",0.863,car
2025-03-30 09:06:16.491,检测,"[311.31268310546875, 331.3453674316406, 527.4480590820312, 482.7414855957031]",0.834,car
2025-03-30 09:06:16.491,检测,"[571.4818115234375, 320.97772216796875, 653.3416748046875, 401.87005615234375]",0.595,car
2025-03-30 09:06:16.539,检测,"[619.0042724609375, 342.4173583984375, 797.397216796875, 475.958740234375]",0.868,car
2025-03-30 09:06:16.540,检测,"[312.04901123046875, 333.83587646484375, 530.9627075195312, 483.33990478515625]",0.843,car
2025-03-30 09:06:16.540,检测,"[574.5518798828125, 323.1827087402344, 656.4786376953125, 404.6169128417969]",0.596,car
2025-03-30 09:06:16.584,检测,"[316.18560791015625, 335.92572021484375, 533.0457153320312, 485.25592041015625]",0.841,car
2025-03-30 09:06:16.584,检测,"[619.3280639648438, 344.929931640625, 799.1104125976562, 476.0552978515625]",0.831,car
2025-03-30 09:06:16.584,检测,"[578.6871948242188, 323.7396240234375, 659.1868286132812, 404.94598388671875]",0.557,car
2025-03-30 09:06:16.627,检测,"[321.41204833984375, 337.0399169921875, 537.20556640625, 485.9730224609375]",0.857,car
2025-03-30 09:06:16.628,检测,"[625.0794677734375, 346.5295104980469, 801.290771484375, 475.7449035644531]",0.853,car
2025-03-30 09:06:16.628,检测,"[579.0352783203125, 326.18115234375, 659.6312255859375, 404.456298828125]",0.551,car
2025-03-30 09:06:16.670,检测,"[625.281982421875, 347.51495361328125, 802.308837890625, 484.081298828125]",0.856,car
2025-03-30 09:06:16.671,检测,"[322.96173095703125, 338.63897705078125, 537.8823852539062, 487.15728759765625]",0.848,car
2025-03-30 09:06:16.671,检测,"[580.1824340820312, 327.457275390625, 660.8364868164062, 404.2572021484375]",0.6,car
2025-03-30 09:06:16.689,检测,"[625.948974609375, 348.0433349609375, 804.40185546875, 485.318115234375]",0.849,car
2025-03-30 09:06:16.689,检测,"[320.773193359375, 339.6673583984375, 539.5189819335938, 487.769287109375]",0.819,car
2025-03-30 09:06:16.689,检测,"[582.328369140625, 327.2430419921875, 662.398681640625, 405.701904296875]",0.629,car
2025-03-30 09:06:16.710,检测,"[626.5418701171875, 349.44451904296875, 805.7686767578125, 482.50604248046875]",0.837,car
2025-03-30 09:06:16.711,检测,"[324.22265625, 341.44036865234375, 541.5371704101562, 487.69793701171875]",0.828,car
2025-03-30 09:06:16.711,检测,"[584.812744140625, 329.4306640625, 664.01171875, 407.02996826171875]",0.73,car
2025-03-30 09:06:16.727,检测,"[327.3319091796875, 343.17706298828125, 542.97021484375, 489.657470703125]",0.851,car
2025-03-30 09:06:16.727,检测,"[628.2008056640625, 351.2406005859375, 808.1070556640625, 485.916015625]",0.843,car
2025-03-30 09:06:16.728,检测,"[585.5863647460938, 331.6810607910156, 665.8154907226562, 411.7256774902344]",0.703,car
2025-03-30 09:06:16.752,检测,"[627.3187255859375, 351.6741943359375, 807.7188720703125, 492.282470703125]",0.841,car
2025-03-30 09:06:16.753,检测,"[332.1962890625, 344.47821044921875, 543.1497802734375, 490.69677734375]",0.839,car
2025-03-30 09:06:16.753,检测,"[585.6429443359375, 334.2463684082031, 665.5902099609375, 413.8100891113281]",0.684,car
2025-03-30 09:06:16.777,检测,"[331.06488037109375, 346.667724609375, 543.260009765625, 493.65087890625]",0.866,car
2025-03-30 09:06:16.777,检测,"[627.4615478515625, 353.6234130859375, 807.2008056640625, 492.6912841796875]",0.839,car
2025-03-30 09:06:16.778,检测,"[585.8071899414062, 335.60748291015625, 664.8052368164062, 414.38323974609375]",0.621,car
2025-03-30 09:06:16.801,检测,"[330.9820556640625, 348.24444580078125, 542.7049560546875, 494.700927734375]",0.872,car
2025-03-30 09:06:16.801,检测,"[627.2896728515625, 355.74615478515625, 805.244873046875, 492.64739990234375]",0.839,car
2025-03-30 09:06:16.802,检测,"[585.5947265625, 336.0713806152344, 664.35205078125, 415.8381652832031]",0.665,car
2025-03-30 09:06:16.825,检测,"[330.640380859375, 348.92706298828125, 541.3121948242188, 495.00653076171875]",0.872,car
2025-03-30 09:06:16.827,检测,"[626.8776245117188, 356.64361572265625, 803.2301635742188, 488.98736572265625]",0.823,car
2025-03-30 09:06:16.827,检测,"[585.0701904296875, 337.076171875, 662.5670166015625, 416.218017578125]",0.685,car
2025-03-30 09:06:16.852,检测,"[327.35064697265625, 349.13232421875, 540.0805053710938, 494.906005859375]",0.872,car
2025-03-30 09:06:16.853,检测,"[626.6351318359375, 356.845947265625, 802.1380615234375, 489.080322265625]",0.835,car
2025-03-30 09:06:16.854,检测,"[583.2262573242188, 337.2669677734375, 661.5615844726562, 416.98297119140625]",0.684,car
2025-03-30 09:06:16.879,检测,"[323.83758544921875, 348.97320556640625, 537.9207763671875, 495.337158203125]",0.883,car
2025-03-30 09:06:16.879,检测,"[623.2349853515625, 356.593017578125, 800.4786376953125, 489.090087890625]",0.814,car
2025-03-30 09:06:16.880,检测,"[579.3740844726562, 336.84326171875, 659.8165893554688, 417.2420654296875]",0.588,car
2025-03-30 09:06:16.897,检测,"[324.033203125, 348.284423828125, 532.6112060546875, 494.4384765625]",0.888,car
2025-03-30 09:06:16.897,检测,"[618.5020751953125, 355.51373291015625, 796.3961181640625, 492.42059326171875]",0.835,car
2025-03-30 09:06:16.897,检测,"[576.0748291015625, 337.22222900390625, 655.5628662109375, 415.15594482421875]",0.503,car
2025-03-30 09:06:16.913,检测,"[316.39691162109375, 347.470458984375, 528.7586059570312, 492.85089111328125]",0.88,car
2025-03-30 09:06:16.914,检测,"[612.2069091796875, 353.91455078125, 792.4464111328125, 492.30450439453125]",0.817,car
2025-03-30 09:06:16.914,检测,"[570.637939453125, 336.33758544921875, 650.7464599609375, 415.17095947265625]",0.694,car
2025-03-30 09:06:16.942,检测,"[312.336181640625, 346.28216552734375, 523.0073852539062, 490.59844970703125]",0.853,car
2025-03-30 09:06:16.942,检测,"[608.383544921875, 352.1307373046875, 785.5185546875, 488.416015625]",0.809,car
2025-03-30 09:06:16.942,检测,"[566.81787109375, 335.40185546875, 646.6680908203125, 414.66357421875]",0.718,car
2025-03-30 09:06:16.968,检测,"[301.46893310546875, 343.48712158203125, 519.518310546875, 488.4205322265625]",0.882,car
2025-03-30 09:06:16.968,检测,"[605.2999267578125, 351.38421630859375, 779.85888671875, 486.02923583984375]",0.841,car
2025-03-30 09:06:16.968,检测,"[562.4505615234375, 332.4854736328125, 640.6253662109375, 411.532470703125]",0.653,car
2025-03-30 09:06:16.995,检测,"[598.876708984375, 349.3464050292969, 775.883056640625, 482.2702941894531]",0.853,car
2025-03-30 09:06:16.995,检测,"[302.2783203125, 340.5968017578125, 514.8072509765625, 486.1661376953125]",0.831,car
2025-03-30 09:06:16.995,检测,"[557.8428955078125, 330.623046875, 637.0810546875, 406.853271484375]",0.693,car
2025-03-30 09:06:17.008,检测,"[298.763916015625, 338.0536193847656, 512.5721435546875, 484.4927673339844]",0.874,car
2025-03-30 09:06:17.009,检测,"[597.5457763671875, 348.6761474609375, 774.3629150390625, 478.926513671875]",0.851,car
2025-03-30 09:06:17.009,检测,"[554.8900756835938, 328.34552001953125, 633.6456909179688, 404.74346923828125]",0.571,car
2025-03-30 09:06:17.034,检测,"[596.3514404296875, 347.06927490234375, 769.8197021484375, 475.23651123046875]",0.853,car
2025-03-30 09:06:17.034,检测,"[298.72308349609375, 335.7010498046875, 510.86553955078125, 483.152587890625]",0.849,car
2025-03-30 09:06:17.034,检测,"[552.7291259765625, 325.25433349609375, 629.6346435546875, 403.75616455078125]",0.608,car
2025-03-30 09:06:17.058,检测,"[295.98968505859375, 335.2600402832031, 508.08026123046875, 482.4919738769531]",0.874,car
2025-03-30 09:06:17.059,检测,"[594.1978759765625, 343.73291015625, 768.9136962890625, 475.2381591796875]",0.851,car
2025-03-30 09:06:17.059,检测,"[549.7088623046875, 323.8470458984375, 627.8167724609375, 403.0792236328125]",0.618,car
2025-03-30 09:06:17.086,检测,"[294.75994873046875, 335.3813781738281, 509.1322021484375, 482.2757263183594]",0.884,car
2025-03-30 09:06:17.087,检测,"[593.446533203125, 344.5213623046875, 767.413818359375, 473.6783447265625]",0.851,car
2025-03-30 09:06:17.087,检测,"[548.8438720703125, 324.44708251953125, 628.6470947265625, 404.84954833984375]",0.581,car
2025-03-30 09:06:17.103,检测,"[295.7401123046875, 336.041015625, 509.2298583984375, 483.22235107421875]",0.879,car
2025-03-30 09:06:17.103,检测,"[593.668701171875, 346.26837158203125, 767.104736328125, 473.3310546875]",0.867,car
2025-03-30 09:06:17.105,检测,"[548.7893676757812, 325.14813232421875, 628.0680541992188, 405.39337158203125]",0.606,car
2025-03-30 09:06:17.129,检测,"[296.50238037109375, 336.92303466796875, 509.21759033203125, 483.61810302734375]",0.866,car
2025-03-30 09:06:17.131,检测,"[594.7112426757812, 347.0093994140625, 768.7619018554688, 474.3460693359375]",0.863,car
2025-03-30 09:06:17.131,检测,"[549.142333984375, 326.395263671875, 629.306396484375, 406.54833984375]",0.617,car
2025-03-30 09:06:17.156,检测,"[296.03851318359375, 338.536376953125, 510.39703369140625, 484.76416015625]",0.881,car
2025-03-30 09:06:17.156,检测,"[594.7341918945312, 347.80743408203125, 769.7434692382812, 478.07012939453125]",0.857,car
2025-03-30 09:06:17.157,检测,"[551.0159301757812, 327.2843933105469, 629.4351196289062, 405.0386047363281]",0.611,car
2025-03-30 09:06:17.172,检测,"[596.2078857421875, 349.52227783203125, 771.3631591796875, 477.71380615234375]",0.86,car
2025-03-30 09:06:17.173,检测,"[298.4464111328125, 340.52105712890625, 510.8448486328125, 486.01507568359375]",0.845,car
2025-03-30 09:06:17.173,检测,"[552.0482177734375, 328.5108642578125, 630.8487548828125, 406.939208984375]",0.677,car
2025-03-30 09:06:17.200,检测,"[299.34735107421875, 341.43646240234375, 511.74114990234375, 487.6827392578125]",0.897,car
2025-03-30 09:06:17.200,检测,"[595.0306396484375, 349.33367919921875, 771.72998046875, 481.98443603515625]",0.856,car
2025-03-30 09:06:17.201,检测,"[553.2701416015625, 330.47576904296875, 632.214599609375, 408.79669189453125]",0.704,car
2025-03-30 09:06:17.215,检测,"[300.85784912109375, 342.6378173828125, 512.1846923828125, 488.68670654296875]",0.901,car
2025-03-30 09:06:17.216,检测,"[596.052490234375, 350.0846862792969, 773.3438720703125, 483.6155090332031]",0.849,car
2025-03-30 09:06:17.216,检测,"[554.000244140625, 331.26934814453125, 634.226318359375, 411.33782958984375]",0.704,car
2025-03-30 09:06:17.241,检测,"[299.5823974609375, 343.1180419921875, 512.775390625, 490.436767578125]",0.909,car
2025-03-30 09:06:17.242,检测,"[597.367919921875, 350.63165283203125, 774.656494140625, 488.52752685546875]",0.85,car
2025-03-30 09:06:17.242,检测,"[554.5682373046875, 331.7142333984375, 635.016845703125, 412.60504150390625]",0.709,car
2025-03-30 09:06:17.266,检测,"[301.15155029296875, 343.9246826171875, 513.2061767578125, 490.49755859375]",0.896,car
2025-03-30 09:06:17.267,检测,"[598.054931640625, 351.9239501953125, 776.344482421875, 486.0511474609375]",0.849,car
2025-03-30 09:06:17.268,检测,"[554.5584106445312, 333.0523376464844, 635.2185668945312, 413.1410217285156]",0.703,car
2025-03-30 09:06:17.292,检测,"[300.54669189453125, 344.39111328125, 512.7478637695312, 491.06085205078125]",0.892,car
2025-03-30 09:06:17.293,检测,"[597.7891845703125, 352.08154296875, 776.2486572265625, 486.0654296875]",0.848,car
2025-03-30 09:06:17.294,检测,"[554.4908447265625, 333.40057373046875, 634.6221923828125, 412.968017578125]",0.676,car
2025-03-30 09:06:17.318,检测,"[300.94610595703125, 344.56146240234375, 512.2230834960938, 490.41534423828125]",0.887,car
2025-03-30 09:06:17.319,检测,"[597.645263671875, 352.31219482421875, 775.548828125, 484.1485595703125]",0.851,car
2025-03-30 09:06:17.319,检测,"[554.5198364257812, 332.9892272949219, 635.8289184570312, 414.4728088378906]",0.665,car
2025-03-30 09:06:17.347,检测,"[300.27532958984375, 344.51605224609375, 512.2643432617188, 491.25250244140625]",0.893,car
2025-03-30 09:06:17.348,检测,"[596.6942138671875, 352.4968566894531, 775.5711669921875, 484.6999206542969]",0.856,car
2025-03-30 09:06:17.349,检测,"[553.882568359375, 333.8128662109375, 633.50830078125, 413.70263671875]",0.675,car
2025-03-30 09:06:17.376,检测,"[300.0283203125, 344.208251953125, 511.504638671875, 490.8858642578125]",0.896,car
2025-03-30 09:06:17.377,检测,"[596.0978393554688, 352.2479248046875, 774.3779907226562, 487.460205078125]",0.854,car
2025-03-30 09:06:17.377,检测,"[553.3097534179688, 333.95989990234375, 632.6674194335938, 413.8756103515625]",0.68,car
2025-03-30 09:06:17.402,检测,"[299.4647521972656, 344.55572509765625, 511.5009460449219, 490.63104248046875]",0.882,car
2025-03-30 09:06:17.402,检测,"[594.8255615234375, 351.62335205078125, 771.2940673828125, 486.14263916015625]",0.849,car
2025-03-30 09:06:17.403,检测,"[552.9498901367188, 333.977783203125, 632.2876586914062, 413.62506103515625]",0.726,car
2025-03-30 09:06:17.426,检测,"[298.45367431640625, 344.66766357421875, 510.81915283203125, 490.88214111328125]",0.884,car
2025-03-30 09:06:17.427,检测,"[594.669189453125, 351.6310729980469, 770.8046875, 485.9316711425781]",0.85,car
2025-03-30 09:06:17.427,检测,"[552.681884765625, 333.9140625, 632.0386962890625, 413.4830322265625]",0.716,car
2025-03-30 09:06:17.442,检测,"[296.47869873046875, 344.77606201171875, 510.47723388671875, 490.35888671875]",0.87,car
2025-03-30 09:06:17.442,检测,"[594.251708984375, 351.16845703125, 769.871826171875, 483.22015380859375]",0.852,car
2025-03-30 09:06:17.442,检测,"[551.9522705078125, 333.745849609375, 631.8509521484375, 413.6143798828125]",0.717,car
2025-03-30 09:06:17.457,检测,"[295.6763916015625, 344.708251953125, 509.788818359375, 489.94140625]",0.864,car
2025-03-30 09:06:17.458,检测,"[594.10888671875, 351.0454406738281, 769.68115234375, 483.1175842285156]",0.858,car
2025-03-30 09:06:17.458,检测,"[551.0, 332.959716796875, 631.011474609375, 413.6884765625]",0.702,car
2025-03-30 09:06:17.474,检测,"[295.1124267578125, 344.99884033203125, 508.97509765625, 490.57733154296875]",0.874,car
2025-03-30 09:06:17.474,检测,"[592.6812133789062, 351.32037353515625, 769.2562866210938, 482.71783447265625]",0.856,car
2025-03-30 09:06:17.475,检测,"[549.7966918945312, 333.58880615234375, 630.4707641601562, 414.03692626953125]",0.665,car
2025-03-30 09:06:17.501,检测,"[294.392578125, 345.00927734375, 508.2681884765625, 491.30517578125]",0.877,car
2025-03-30 09:06:17.502,检测,"[591.7679443359375, 351.2999267578125, 768.8541259765625, 484.56622314453125]",0.85,car
2025-03-30 09:06:17.502,检测,"[549.36865234375, 333.5587158203125, 629.0069580078125, 413.35693359375]",0.594,car
2025-03-30 09:06:17.530,检测,"[294.7288818359375, 344.87115478515625, 507.69482421875, 491.53472900390625]",0.888,car
2025-03-30 09:06:17.531,检测,"[591.3046875, 351.9659423828125, 768.52734375, 486.27197265625]",0.855,car
2025-03-30 09:06:17.531,检测,"[548.046142578125, 333.7154541015625, 628.2503662109375, 413.9017333984375]",0.609,car
2025-03-30 09:06:17.557,检测,"[291.0755615234375, 344.86676025390625, 506.5433349609375, 491.76507568359375]",0.875,car
